date,hour,miniute,end,meannumber
1,2,30,23,20.01764706
1,2,30,24,20.25686275
1,3,0,9,15.03921569
1,3,0,10,11.96666667
1,3,0,11,11.7372549
1,3,0,12,18.28431373
1,3,0,13,12.5372549
1,3,0,14,10.79411765
1,3,0,15,10.49607843
1,3,0,16,13.05490196
1,3,0,17,18.45098039
1,3,0,18,12.91176471
1,3,0,19,10.48823529
1,3,0,20,12.78235294
1,3,0,21,14.55686275
1,3,0,22,10.86078431
1,3,0,23,17.57843137
1,3,0,24,18.57254902
1,3,30,9,13.85882353
1,3,30,10,10.84901961
1,3,30,11,10.45686275
1,3,30,12,17.01568627
1,3,30,13,11.91568627
1,3,30,14,10.28627451
1,3,30,15,10.29803922
1,3,30,16,12.11372549
1,3,30,17,18.11960784
1,3,30,18,12.44313725
1,3,30,19,10.28235294
1,3,30,20,12.33529412
1,3,30,21,14.05686275
1,3,30,22,10.06078431
1,3,30,23,17.99019608
1,3,30,24,19.16470588
1,4,0,9,15.69215686
1,4,0,10,11.86862745
1,4,0,11,10.85686275
1,4,0,12,17.1627451
1,4,0,13,11.35098039
1,4,0,14,10.09019608
1,4,0,15,10.56666667
1,4,0,16,11.52745098
1,4,0,17,19.90588235
1,4,0,18,12.82352941
1,4,0,19,10.6
1,4,0,20,13.64901961
1,4,0,21,15.1745098
1,4,0,22,9.943137255
1,4,0,23,21.01960784
1,4,0,24,22.78039216
1,4,30,9,20.91568627
1,4,30,10,16.8627451
1,4,30,11,15.63921569
1,4,30,12,22.60392157
1,4,30,13,14.83333333
1,4,30,14,13.20392157
1,4,30,15,15.33529412
1,4,30,16,14.70980392
1,4,30,17,26.12745098
1,4,30,18,15.39019608
1,4,30,19,12.96862745
1,4,30,20,16.01176471
1,4,30,21,18.09019608
1,4,30,22,10.9745098
1,4,30,23,27.18431373
1,4,30,24,28.78431373
1,5,0,9,29.4254902
1,5,0,10,24.15490196
1,5,0,11,22.69607843
1,5,0,12,31.19607843
1,5,0,13,21.2627451
1,5,0,14,19.11568627
1,5,0,15,22.28823529
1,5,0,16,19.86862745
1,5,0,17,35.72745098
1,5,0,18,19.84705882
1,5,0,19,18.2
1,5,0,20,22.35294118
1,5,0,21,26.59215686
1,5,0,22,14.0372549
1,5,0,23,40.51176471
1,5,0,24,42.95098039
1,5,30,9,48.41568627
1,5,30,10,42.45686275
1,5,30,11,38.28235294
1,5,30,12,51.9254902
1,5,30,13,35.47254902
1,5,30,14,32.87647059
1,5,30,15,42.81176471
1,5,30,16,37.50980392
1,5,30,17,62.65098039
1,5,30,18,33.61960784
1,5,30,19,35.90196078
1,5,30,20,35.30588235
1,5,30,21,41.98627451
1,5,30,22,20.04117647
1,5,30,23,58.8
1,5,30,24,63.06078431
1,6,0,9,82.48431373
1,6,0,10,77.93529412
1,6,0,11,70.70392157
1,6,0,12,105.6666667
1,6,0,13,72.41372549
1,6,0,14,66.86666667
1,6,0,15,87.66078431
1,6,0,16,73.11764706
1,6,0,17,102.5137255
1,6,0,18,60.90588235
1,6,0,19,63.63921569
1,6,0,20,59.65882353
1,6,0,21,71.44313725
1,6,0,22,28.28823529
1,6,0,23,87.00784314
1,6,0,24,98.83137255
1,6,30,9,169.372549
1,6,30,10,160.4196078
1,6,30,11,137.3137255
1,6,30,12,240.1980392
1,6,30,13,152.7098039
1,6,30,14,142.1607843
1,6,30,15,184.6745098
1,6,30,16,163.3803922
1,6,30,17,219.1215686
1,6,30,18,127.7078431
1,6,30,19,118.1392157
1,6,30,20,108.3647059
1,6,30,21,132.9490196
1,6,30,22,42.53137255
1,6,30,23,126.6607843
1,6,30,24,162.6235294
1,7,0,9,291.272549
1,7,0,10,265.9
1,7,0,11,237.1686275
1,7,0,12,439.327451
1,7,0,13,240.245098
1,7,0,14,222.354902
1,7,0,15,256.454902
1,7,0,16,237.1431373
1,7,0,17,322.1235294
1,7,0,18,184.3705882
1,7,0,19,166.2823529
1,7,0,20,154.172549
1,7,0,21,197.227451
1,7,0,22,54.58627451
1,7,0,23,165.6431373
1,7,0,24,227.5156863
1,7,30,9,286.7803922
1,7,30,10,244.9823529
1,7,30,11,245.045098
1,7,30,12,471.172549
1,7,30,13,240.7764706
1,7,30,14,226.6019608
1,7,30,15,220.9117647
1,7,30,16,213.7666667
1,7,30,17,304.2333333
1,7,30,18,182.7509804
1,7,30,19,160.4960784
1,7,30,20,144.1960784
1,7,30,21,189.1980392
1,7,30,22,57.11176471
1,7,30,23,171.3294118
1,7,30,24,229.5764706
1,8,0,9,284.4215686
1,8,0,10,235.3843137
1,8,0,11,216.8372549
1,8,0,12,409.1686275
1,8,0,13,220.972549
1,8,0,14,193.427451
1,8,0,15,200.2647059
1,8,0,16,206.6686275
1,8,0,17,295.0647059
1,8,0,18,184.0823529
1,8,0,19,148.9039216
1,8,0,20,135.7980392
1,8,0,21,169.3686275
1,8,0,22,61.30784314
1,8,0,23,162.4294118
1,8,0,24,195.345098
1,8,30,9,254.0843137
1,8,30,10,208.9588235
1,8,30,11,175.5901961
1,8,30,12,327.2882353
1,8,30,13,180.2431373
1,8,30,14,153.3
1,8,30,15,177.8666667
1,8,30,16,189.4784314
1,8,30,17,264.2196078
1,8,30,18,162.6823529
1,8,30,19,127.5137255
1,8,30,20,122.627451
1,8,30,21,154.7098039
1,8,30,22,62.54705882
1,8,30,23,144.7
1,8,30,24,160.4686275
1,9,0,9,216.9470588
1,9,0,10,196.8882353
1,9,0,11,159.8019608
1,9,0,12,297.1921569
1,9,0,13,164.9568627
1,9,0,14,143.8823529
1,9,0,15,161.3666667
1,9,0,16,158.8254902
1,9,0,17,218.8666667
1,9,0,18,141.6607843
1,9,0,19,108.5431373
1,9,0,20,110.2470588
1,9,0,21,133.3235294
1,9,0,22,63.65882353
1,9,0,23,147.1901961
1,9,0,24,153.4431373
1,9,30,9,213.027451
1,9,30,10,198.6666667
1,9,30,11,160.6117647
1,9,30,12,291.1333333
1,9,30,13,167.8333333
1,9,30,14,145.1333333
1,9,30,15,163.6588235
1,9,30,16,155.5235294
1,9,30,17,216.4176471
1,9,30,18,141.4901961
1,9,30,19,111.654902
1,9,30,20,112.6078431
1,9,30,21,135.472549
1,9,30,22,69.3745098
1,9,30,23,154.2254902
1,9,30,24,154.2372549
1,10,0,9,201.0803922
1,10,0,10,189.4784314
1,10,0,11,157.1431373
1,10,0,12,272.0882353
1,10,0,13,158.3156863
1,10,0,14,137.0764706
1,10,0,15,156.0411765
1,10,0,16,148.4117647
1,10,0,17,203.9352941
1,10,0,18,133.5176471
1,10,0,19,109.0470588
1,10,0,20,109.7098039
1,10,0,21,130.5941176
1,10,0,22,69.3
1,10,0,23,151.2470588
1,10,0,24,149.7235294
1,10,30,9,195.6627451
1,10,30,10,185.5745098
1,10,30,11,162.9627451
1,10,30,12,273.845098
1,10,30,13,160.5764706
1,10,30,14,138.0078431
1,10,30,15,154.7117647
1,10,30,16,149.5823529
1,10,30,17,206.7843137
1,10,30,18,134.3764706
1,10,30,19,107.8705882
1,10,30,20,112.4352941
1,10,30,21,132.8470588
1,10,30,22,71.29607843
1,10,30,23,150.7333333
1,10,30,24,148.1627451
1,11,0,9,190.9078431
1,11,0,10,184.1843137
1,11,0,11,163.0862745
1,11,0,12,268.4843137
1,11,0,13,157.6529412
1,11,0,14,135.4568627
1,11,0,15,147.3078431
1,11,0,16,144.2196078
1,11,0,17,201.9019608
1,11,0,18,131.1
1,11,0,19,105.3882353
1,11,0,20,111.8803922
1,11,0,21,131.5607843
1,11,0,22,71.78235294
1,11,0,23,147.4745098
1,11,0,24,146.1647059
1,11,30,9,195.8313725
1,11,30,10,188.5705882
1,11,30,11,166.9294118
1,11,30,12,266.045098
1,11,30,13,151.7411765
1,11,30,14,128.8313725
1,11,30,15,137.9039216
1,11,30,16,137.3960784
1,11,30,17,194.3529412
1,11,30,18,127.9588235
1,11,30,19,103.0529412
1,11,30,20,110.0941176
1,11,30,21,129.2705882
1,11,30,22,71.93921569
1,11,30,23,145.5313725
1,11,30,24,145.2019608
1,12,0,9,181.0588235
1,12,0,10,175.7627451
1,12,0,11,157.8078431
1,12,0,12,251.1098039
1,12,0,13,142.7901961
1,12,0,14,123.0784314
1,12,0,15,133.3823529
1,12,0,16,134.7333333
1,12,0,17,189.3058824
1,12,0,18,123.4941176
1,12,0,19,99.97058824
1,12,0,20,109.5764706
1,12,0,21,127.3568627
1,12,0,22,71.0745098
1,12,0,23,140.3901961
1,12,0,24,143.2686275
1,12,30,9,192.2431373
1,12,30,10,188.5392157
1,12,30,11,170.3313725
1,12,30,12,267.2039216
1,12,30,13,154.2823529
1,12,30,14,132.154902
1,12,30,15,148.1941176
1,12,30,16,145.9607843
1,12,30,17,203.0431373
1,12,30,18,133.1745098
1,12,30,19,107.127451
1,12,30,20,112.5058824
1,12,30,21,133.6156863
1,12,30,22,73.78823529
1,12,30,23,150.6313725
1,12,30,24,145.8784314
1,13,0,9,201.0176471
1,13,0,10,198.2470588
1,13,0,11,176.7666667
1,13,0,12,274.5529412
1,13,0,13,160.4745098
1,13,0,14,137.1607843
1,13,0,15,157.0843137
1,13,0,16,151.7627451
1,13,0,17,210.9490196
1,13,0,18,136.745098
1,13,0,19,107.6254902
1,13,0,20,113.1078431
1,13,0,21,133.9372549
1,13,0,22,72.8
1,13,0,23,150.7352941
1,13,0,24,148.045098
1,13,30,9,211.1705882
1,13,30,10,205.5509804
1,13,30,11,182.9078431
1,13,30,12,291.4117647
1,13,30,13,168.2901961
1,13,30,14,143.927451
1,13,30,15,162.172549
1,13,30,16,159.2568627
1,13,30,17,226.2980392
1,13,30,18,145.7901961
1,13,30,19,115.6666667
1,13,30,20,120.4509804
1,13,30,21,142.0098039
1,13,30,22,78.62352941
1,13,30,23,162.7156863
1,13,30,24,159.5803922
1,14,0,9,205.7176471
1,14,0,10,201.1411765
1,14,0,11,180.2019608
1,14,0,12,279.627451
1,14,0,13,162.9568627
1,14,0,14,141.6843137
1,14,0,15,158.954902
1,14,0,16,155.3627451
1,14,0,17,223.0666667
1,14,0,18,143.8235294
1,14,0,19,113.6882353
1,14,0,20,119.1019608
1,14,0,21,141.6352941
1,14,0,22,80.24313725
1,14,0,23,165.9
1,14,0,24,162.8411765
1,14,30,9,205.1392157
1,14,30,10,200.9627451
1,14,30,11,183.0078431
1,14,30,12,282.5901961
1,14,30,13,162.9803922
1,14,30,14,141.2941176
1,14,30,15,159.3372549
1,14,30,16,155.5784314
1,14,30,17,222.4607843
1,14,30,18,144.0254902
1,14,30,19,116.1529412
1,14,30,20,120.9215686
1,14,30,21,143.3372549
1,14,30,22,82.56862745
1,14,30,23,168.5588235
1,14,30,24,167.7901961
1,15,0,9,199.3784314
1,15,0,10,194.8352941
1,15,0,11,179.6784314
1,15,0,12,282.5313725
1,15,0,13,158.8313725
1,15,0,14,139.5941176
1,15,0,15,156.6215686
1,15,0,16,155.6431373
1,15,0,17,222.3764706
1,15,0,18,144.6294118
1,15,0,19,117.8333333
1,15,0,20,122.7882353
1,15,0,21,146.772549
1,15,0,22,84.1745098
1,15,0,23,168.9647059
1,15,0,24,172.5196078
1,15,30,9,207.9313725
1,15,30,10,201.3431373
1,15,30,11,184.2235294
1,15,30,12,288.1666667
1,15,30,13,163.5294118
1,15,30,14,145.2666667
1,15,30,15,158.1529412
1,15,30,16,157.2627451
1,15,30,17,224.9019608
1,15,30,18,147.2156863
1,15,30,19,123.0196078
1,15,30,20,128.5039216
1,15,30,21,152.6411765
1,15,30,22,88.63137255
1,15,30,23,181.145098
1,15,30,24,184.2705882
1,16,0,9,212.1803922
1,16,0,10,207.0235294
1,16,0,11,191.5980392
1,16,0,12,297.0588235
1,16,0,13,166.2352941
1,16,0,14,148.5921569
1,16,0,15,157.4352941
1,16,0,16,156.427451
1,16,0,17,225.4490196
1,16,0,18,148.2843137
1,16,0,19,124.0470588
1,16,0,20,135.9784314
1,16,0,21,163.7235294
1,16,0,22,93.15490196
1,16,0,23,190.454902
1,16,0,24,191.0235294
1,16,30,9,228.4882353
1,16,30,10,224.2882353
1,16,30,11,209.3607843
1,16,30,12,327.6058824
1,16,30,13,180.7372549
1,16,30,14,164.7215686
1,16,30,15,168.3313725
1,16,30,16,167.2372549
1,16,30,17,240.8843137
1,16,30,18,159.7627451
1,16,30,19,132.2098039
1,16,30,20,146.127451
1,16,30,21,173.6509804
1,16,30,22,98.54117647
1,16,30,23,201.054902
1,16,30,24,201.8882353
1,17,0,9,241.7
1,17,0,10,245.4705882
1,17,0,11,227.9823529
1,17,0,12,356.1921569
1,17,0,13,190.6960784
1,17,0,14,177.2098039
1,17,0,15,176.6058824
1,17,0,16,186.0823529
1,17,0,17,271.8607843
1,17,0,18,179.3529412
1,17,0,19,151.8901961
1,17,0,20,172.9254902
1,17,0,21,199.9
1,17,0,22,102.3137255
1,17,0,23,200.372549
1,17,0,24,210.0784314
1,17,30,9,254.2058824
1,17,30,10,262.3078431
1,17,30,11,241.9372549
1,17,30,12,357.7960784
1,17,30,13,190.027451
1,17,30,14,173.6960784
1,17,30,15,183.4431373
1,17,30,16,196.9196078
1,17,30,17,284.4627451
1,17,30,18,188.9352941
1,17,30,19,164.6921569
1,17,30,20,178.8392157
1,17,30,21,210.6254902
1,17,30,22,109.4882353
1,17,30,23,206.7117647
1,17,30,24,214.9058824
1,18,0,9,258.7960784
1,18,0,10,275.0254902
1,18,0,11,247.2607843
1,18,0,12,359.0294118
1,18,0,13,178.2215686
1,18,0,14,154.4745098
1,18,0,15,167.2666667
1,18,0,16,185.5117647
1,18,0,17,266.6352941
1,18,0,18,177.9176471
1,18,0,19,156.8333333
1,18,0,20,173.8176471
1,18,0,21,211.8862745
1,18,0,22,110.845098
1,18,0,23,196.4784314
1,18,0,24,205.5392157
1,18,30,9,250.8823529
1,18,30,10,264.1
1,18,30,11,234.7980392
1,18,30,12,349.0647059
1,18,30,13,161.0196078
1,18,30,14,139.2137255
1,18,30,15,153.2078431
1,18,30,16,173.7941176
1,18,30,17,248.5490196
1,18,30,18,165.2117647
1,18,30,19,140.054902
1,18,30,20,157.5568627
1,18,30,21,201.1960784
1,18,30,22,112.7568627
1,18,30,23,190.045098
1,18,30,24,198.2686275
1,19,0,9,219.7156863
1,19,0,10,221.8117647
1,19,0,11,198.827451
1,19,0,12,313.2039216
1,19,0,13,145.6431373
1,19,0,14,125.4411765
1,19,0,15,135.6705882
1,19,0,16,157.4019608
1,19,0,17,225.6764706
1,19,0,18,150.1235294
1,19,0,19,126.5058824
1,19,0,20,142.0647059
1,19,0,21,183.0078431
1,19,0,22,105.7960784
1,19,0,23,180.8588235
1,19,0,24,190.7470588
1,19,30,9,184.6529412
1,19,30,10,182.054902
1,19,30,11,168.8627451
1,19,30,12,272.4686275
1,19,30,13,133.1745098
1,19,30,14,115.6960784
1,19,30,15,126.3686275
1,19,30,16,143.2705882
1,19,30,17,206.2078431
1,19,30,18,137.3078431
1,19,30,19,118.827451
1,19,30,20,131.1960784
1,19,30,21,167.7901961
1,19,30,22,98.81372549
1,19,30,23,170.8686275
1,19,30,24,183.0235294
1,20,0,9,159.3666667
1,20,0,10,153.1647059
1,20,0,11,144.4686275
1,20,0,12,243.1372549
1,20,0,13,123.8176471
1,20,0,14,109.2313725
1,20,0,15,112.9294118
1,20,0,16,129.4313725
1,20,0,17,190.1862745
1,20,0,18,124.5647059
1,20,0,19,104.8568627
1,20,0,20,118.9901961
1,20,0,21,151.6862745
1,20,0,22,89.78823529
1,20,0,23,158.7215686
1,20,0,24,168.9039216
1,20,30,9,152.9098039
1,20,30,10,143.5764706
1,20,30,11,138.4392157
1,20,30,12,231.5529412
1,20,30,13,122.5215686
1,20,30,14,107.5431373
1,20,30,15,107.7431373
1,20,30,16,122.3313725
1,20,30,17,181.2980392
1,20,30,18,117.5803922
1,20,30,19,95.56666667
1,20,30,20,106.472549
1,20,30,21,136.745098
1,20,30,22,83.1372549
1,20,30,23,151.9529412
1,20,30,24,151.8607843
1,21,0,9,148.2196078
1,21,0,10,137.3627451
1,21,0,11,131.8137255
1,21,0,12,218.2745098
1,21,0,13,117.4352941
1,21,0,14,103.7117647
1,21,0,15,100.7313725
1,21,0,16,114.1392157
1,21,0,17,171.1039216
1,21,0,18,108.4980392
1,21,0,19,84.56078431
1,21,0,20,95.62745098
1,21,0,21,123.0176471
1,21,0,22,75.7627451
1,21,0,23,138.4980392
1,21,0,24,136.0058824
1,21,30,9,143.0745098
1,21,30,10,131.2941176
1,21,30,11,125.3078431
1,21,30,12,200.7843137
1,21,30,13,114.4686275
1,21,30,14,99.53137255
1,21,30,15,95.09607843
1,21,30,16,108.2313725
1,21,30,17,162.5588235
1,21,30,18,100.3764706
1,21,30,19,75.58823529
1,21,30,20,85.64901961
1,21,30,21,109.8137255
1,21,30,22,70.00980392
1,21,30,23,127.9294118
1,21,30,24,125.5745098
1,22,0,9,131.3411765
1,22,0,10,116.6254902
1,22,0,11,109.2568627
1,22,0,12,164.2568627
1,22,0,13,98.99607843
1,22,0,14,85.98431373
1,22,0,15,82.81568627
1,22,0,16,94.67647059
1,22,0,17,140.2
1,22,0,18,86.24901961
1,22,0,19,63.92352941
1,22,0,20,71.61960784
1,22,0,21,92.21372549
1,22,0,22,61.3627451
1,22,0,23,108.327451
1,22,0,24,106.5
1,22,30,9,112.5078431
1,22,30,10,98.95294118
1,22,30,11,93.67647059
1,22,30,12,130.2294118
1,22,30,13,81.26862745
1,22,30,14,69.41372549
1,22,30,15,67.72156863
1,22,30,16,75.16862745
1,22,30,17,108.4980392
1,22,30,18,68.46862745
1,22,30,19,51.52156863
1,22,30,20,58.1254902
1,22,30,21,72.90196078
1,22,30,22,50.22941176
1,22,30,23,87.45882353
1,22,30,24,84.33333333
1,23,0,9,88.9627451
1,23,0,10,78.55686275
1,23,0,11,76.75294118
1,23,0,12,100.4862745
1,23,0,13,63.61176471
1,23,0,14,55.29215686
1,23,0,15,54.97647059
1,23,0,16,61.40980392
1,23,0,17,87.26470588
1,23,0,18,55.02745098
1,23,0,19,42.08235294
1,23,0,20,47.29019608
1,23,0,21,58.61176471
1,23,0,22,39.58431373
1,23,0,23,66.24117647
1,23,0,24,65.87843137
1,23,30,9,71.22156863
1,23,30,10,63.74509804
1,23,30,11,62.35882353
1,23,30,12,80.16470588
1,23,30,13,52.13921569
1,23,30,14,45.09803922
1,23,30,15,44.03333333
1,23,30,16,47.95490196
1,23,30,17,68.38039216
1,23,30,18,43.41176471
1,23,30,19,34.8
1,23,30,20,38.53333333
1,23,30,21,47.39607843
1,23,30,22,31.36078431
1,23,30,23,52.49019608
1,23,30,24,51.56078431
2,0,0,9,55.42145594
2,0,0,10,48.68390805
2,0,0,11,48.20689655
2,0,0,12,64.35249042
2,0,0,13,41.59003831
2,0,0,14,36.26436782
2,0,0,15,33.18773946
2,0,0,16,36.82758621
2,0,0,17,52.87739464
2,0,0,18,34.72796935
2,0,0,19,27.37547893
2,0,0,20,31.19348659
2,0,0,21,37.64559387
2,0,0,22,25.9789272
2,0,0,23,42.18007663
2,0,0,24,42.09770115
2,0,30,9,45.48275862
2,0,30,10,38.97126437
2,0,30,11,38.25670498
2,0,30,12,51.62068966
2,0,30,13,33.90996169
2,0,30,14,29.22605364
2,0,30,15,26.59578544
2,0,30,16,29.30842912
2,0,30,17,42.12643678
2,0,30,18,27.81992337
2,0,30,19,21.54022989
2,0,30,20,25.5210728
2,0,30,21,30.70881226
2,0,30,22,21.44444444
2,0,30,23,33.23754789
2,0,30,24,32.35440613
2,1,0,9,36.46168582
2,1,0,10,31.00574713
2,1,0,11,30.85823755
2,1,0,12,40.19157088
2,1,0,13,26.93295019
2,1,0,14,23.2605364
2,1,0,15,20.75670498
2,1,0,16,23.4348659
2,1,0,17,33.30268199
2,1,0,18,22.16666667
2,1,0,19,17.27394636
2,1,0,20,20.6532567
2,1,0,21,24.67816092
2,1,0,22,17.1954023
2,1,0,23,25.51915709
2,1,0,24,25.55363985
2,1,30,9,31.60153257
2,1,30,10,26.34099617
2,1,30,11,26.49808429
2,1,30,12,33.55172414
2,1,30,13,22.87356322
2,1,30,14,19.93869732
2,1,30,15,17.69923372
2,1,30,16,18.95019157
2,1,30,17,27.19923372
2,1,30,18,18.0862069
2,1,30,19,14.07471264
2,1,30,20,16.74712644
2,1,30,21,19.87356322
2,1,30,22,13.60344828
2,1,30,23,20.07279693
2,1,30,24,19.84099617
2,2,0,9,26.09003831
2,2,0,10,20.39655172
2,2,0,11,19.58045977
2,2,0,12,27.8256705
2,2,0,13,18.92911877
2,2,0,14,16.75478927
2,2,0,15,14.40996169
2,2,0,16,15.75478927
2,2,0,17,22.49616858
2,2,0,18,14.81417625
2,2,0,19,11.48659004
2,2,0,20,14.07662835
2,2,0,21,16.31800766
2,2,0,22,11.05172414
2,2,0,23,15.91762452
2,2,0,24,16.11685824
2,2,30,9,23.0862069
2,2,30,10,16.62643678
2,2,30,11,14.75670498
2,2,30,12,23.80076628
2,2,30,13,15.74712644
2,2,30,14,13.5651341
2,2,30,15,11.7183908
2,2,30,16,13.07854406
2,2,30,17,18.83524904
2,2,30,18,12.26245211
2,2,30,19,9.298850575
2,2,30,20,11.74329502
2,2,30,21,13.72988506
2,2,30,22,9.009578544
2,2,30,23,13.54789272
2,2,30,24,13.70498084
2,3,0,9,18.37547893
2,3,0,10,13.08045977
2,3,0,11,11.62643678
2,3,0,12,19.79118774
2,3,0,13,12.94444444
2,3,0,14,11.40038314
2,3,0,15,10.13409962
2,3,0,16,11.151341
2,3,0,17,16.79693487
2,3,0,18,11.01532567
2,3,0,19,8.417624521
2,3,0,20,11.08812261
2,3,0,21,12.44827586
2,3,0,22,8.084291188
2,3,0,23,12.88314176
2,3,0,24,13.80076628
2,3,30,9,17.10153257
2,3,30,10,11.87164751
2,3,30,11,10.7835249
2,3,30,12,18.19923372
2,3,30,13,11.84291188
2,3,30,14,10.29118774
2,3,30,15,9.559386973
2,3,30,16,10.8467433
2,3,30,17,17.78735632
2,3,30,18,11.2394636
2,3,30,19,8.438697318
2,3,30,20,11.22030651
2,3,30,21,12.8908046
2,3,30,22,7.796934866
2,3,30,23,14.24904215
2,3,30,24,15.03256705
2,4,0,9,17.9559387
2,4,0,10,12.40229885
2,4,0,11,10.49808429
2,4,0,12,18.13218391
2,4,0,13,11.64176245
2,4,0,14,10.26628352
2,4,0,15,9.977011494
2,4,0,16,10.70881226
2,4,0,17,19.51149425
2,4,0,18,11.92720307
2,4,0,19,9.028735632
2,4,0,20,12.3467433
2,4,0,21,13.67049808
2,4,0,22,7.906130268
2,4,0,23,17.70881226
2,4,0,24,18.65708812
2,4,30,9,22.5862069
2,4,30,10,17.58237548
2,4,30,11,14.94061303
2,4,30,12,23.41187739
2,4,30,13,15.62452107
2,4,30,14,14.04789272
2,4,30,15,14.72605364
2,4,30,16,13.75862069
2,4,30,17,25.18582375
2,4,30,18,14.3467433
2,4,30,19,11.651341
2,4,30,20,14.77203065
2,4,30,21,16.25862069
2,4,30,22,8.636015326
2,4,30,23,21.57088123
2,4,30,24,22.49233716
2,5,0,9,28.96743295
2,5,0,10,22.93295019
2,5,0,11,20.37739464
2,5,0,12,30.41762452
2,5,0,13,19.79885057
2,5,0,14,17.9348659
2,5,0,15,19.2835249
2,5,0,16,17.75287356
2,5,0,17,32.98659004
2,5,0,18,17.86398467
2,5,0,19,15.79885057
2,5,0,20,19.55555556
2,5,0,21,22.5
2,5,0,22,10.30842912
2,5,0,23,30.5651341
2,5,0,24,31.6091954
2,5,30,9,46.95019157
2,5,30,10,39.12068966
2,5,30,11,33.59578544
2,5,30,12,48.40996169
2,5,30,13,31.76819923
2,5,30,14,29.2394636
2,5,30,15,35.76436782
2,5,30,16,30.51149425
2,5,30,17,54.12835249
2,5,30,18,27.13218391
2,5,30,19,30.24329502
2,5,30,20,29.81034483
2,5,30,21,34.5
2,5,30,22,12.81992337
2,5,30,23,39.02681992
2,5,30,24,41.39272031
2,6,0,9,77.29885057
2,6,0,10,69.00957854
2,6,0,11,58.87164751
2,6,0,12,92.00191571
2,6,0,13,60.45785441
2,6,0,14,55.78735632
2,6,0,15,72.59578544
2,6,0,16,57.6302682
2,6,0,17,84.31800766
2,6,0,18,46.95210728
2,6,0,19,54.16091954
2,6,0,20,49.17241379
2,6,0,21,57.76436782
2,6,0,22,17.47509579
2,6,0,23,54.13409962
2,6,0,24,60.82758621
2,6,30,9,153.9731801
2,6,30,10,141.4137931
2,6,30,11,116.3390805
2,6,30,12,212.6704981
2,6,30,13,131.7854406
2,6,30,14,123.5996169
2,6,30,15,164.3045977
2,6,30,16,141.2662835
2,6,30,17,192.6877395
2,6,30,18,107.4386973
2,6,30,19,106.9923372
2,6,30,20,94.80076628
2,6,30,21,114.9367816
2,6,30,22,27.24137931
2,6,30,23,81.35440613
2,6,30,24,113.8275862
2,7,0,9,277.6781609
2,7,0,10,250.1877395
2,7,0,11,215.894636
2,7,0,12,415.7931034
2,7,0,13,226.0383142
2,7,0,14,206.3888889
2,7,0,15,243.1436782
2,7,0,16,221.6475096
2,7,0,17,303.4157088
2,7,0,18,171.0689655
2,7,0,19,159.3563218
2,7,0,20,142.1570881
2,7,0,21,182.5383142
2,7,0,22,41.10344828
2,7,0,23,122.7777778
2,7,0,24,188.6283525
2,7,30,9,285.2030651
2,7,30,10,248.8141762
2,7,30,11,234.091954
2,7,30,12,455.9291188
2,7,30,13,230.532567
2,7,30,14,210.8965517
2,7,30,15,208.6206897
2,7,30,16,204.335249
2,7,30,17,290.8869732
2,7,30,18,172.7241379
2,7,30,19,156.5421456
2,7,30,20,137.8467433
2,7,30,21,180.394636
2,7,30,22,49.83141762
2,7,30,23,146.7586207
2,7,30,24,209.3793103
2,8,0,9,281.5344828
2,8,0,10,231.5210728
2,8,0,11,213.8409962
2,8,0,12,408.1896552
2,8,0,13,208.8045977
2,8,0,14,182.8544061
2,8,0,15,192.394636
2,8,0,16,201.5229885
2,8,0,17,287.0574713
2,8,0,18,176.4789272
2,8,0,19,144.4616858
2,8,0,20,131.9942529
2,8,0,21,162.9501916
2,8,0,22,55.7164751
2,8,0,23,142.1704981
2,8,0,24,176.1685824
2,8,30,9,242.8371648
2,8,30,10,197.7049808
2,8,30,11,164.0019157
2,8,30,12,316.8084291
2,8,30,13,176.0651341
2,8,30,14,153.2471264
2,8,30,15,176.8141762
2,8,30,16,188.0689655
2,8,30,17,262.6340996
2,8,30,18,158.9176245
2,8,30,19,124.3065134
2,8,30,20,119.9693487
2,8,30,21,150.5804598
2,8,30,22,58.55555556
2,8,30,23,136.4616858
2,8,30,24,151.9559387
2,9,0,9,204.6245211
2,9,0,10,178.8084291
2,9,0,11,149.3180077
2,9,0,12,296.7356322
2,9,0,13,171.0536398
2,9,0,14,150.9214559
2,9,0,15,166.9827586
2,9,0,16,162.3888889
2,9,0,17,222.8314176
2,9,0,18,141.1704981
2,9,0,19,107.954023
2,9,0,20,107.9693487
2,9,0,21,129.4616858
2,9,0,22,59.63409962
2,9,0,23,143.7030651
2,9,0,24,151.4636015
2,9,30,9,211.3390805
2,9,30,10,190.8448276
2,9,30,11,159.2605364
2,9,30,12,298.3812261
2,9,30,13,172.591954
2,9,30,14,147.8735632
2,9,30,15,165.4061303
2,9,30,16,157.5574713
2,9,30,17,221.316092
2,9,30,18,144.2298851
2,9,30,19,112.0613027
2,9,30,20,112.5651341
2,9,30,21,134.467433
2,9,30,22,68.77203065
2,9,30,23,154.8850575
2,9,30,24,151.3678161
2,10,0,9,197.6628352
2,10,0,10,185.7356322
2,10,0,11,156.967433
2,10,0,12,276.8869732
2,10,0,13,160.6302682
2,10,0,14,138.532567
2,10,0,15,156.5689655
2,10,0,16,150.940613
2,10,0,17,208.7413793
2,10,0,18,136.2796935
2,10,0,19,108.8850575
